timestamp_utc,label_index,label_name
2025-10-19T16:13:01.073201,0,My
2025-10-19T16:13:01.095793,0,My
2025-10-19T16:13:01.118301,0,My
2025-10-19T16:13:01.141905,0,My
2025-10-19T16:13:01.165535,0,My
2025-10-19T16:13:01.187635,0,My
2025-10-19T16:13:01.211903,0,My
2025-10-19T16:13:01.234134,0,My
2025-10-19T16:13:01.256580,0,My
2025-10-19T16:13:01.283263,0,My
2025-10-19T16:13:01.317355,0,My
2025-10-19T16:13:01.364027,0,My
2025-10-19T16:13:01.396184,0,My
2025-10-19T16:13:01.426246,0,My
2025-10-19T16:13:01.460618,0,My
2025-10-19T16:13:01.491791,0,My
2025-10-19T16:13:01.523085,0,My
2025-10-19T16:13:01.555193,0,My
2025-10-19T16:13:01.587540,0,My
2025-10-19T16:13:01.620398,0,My
2025-10-19T16:13:01.652325,0,My
2025-10-19T16:13:01.684384,0,My
2025-10-19T16:13:01.716378,0,My
2025-10-19T16:13:01.746572,0,My
2025-10-19T16:13:01.779242,0,My
2025-10-19T16:13:01.843384,0,My
2025-10-19T16:13:01.875247,0,My
2025-10-19T16:13:01.908039,0,My
2025-10-19T16:13:01.998231,0,My
2025-10-19T16:13:02.020748,0,My
2025-10-19T16:13:02.045039,0,My
2025-10-19T16:13:02.067205,0,My
2025-10-19T16:13:02.093067,0,My
2025-10-19T16:13:02.116006,0,My
2025-10-19T16:13:02.148519,0,My
2025-10-19T16:13:02.180716,0,My
2025-10-19T16:13:02.245166,0,My
2025-10-19T16:13:02.276169,0,My
2025-10-19T16:13:02.308592,0,My
2025-10-19T16:13:02.342108,0,My
2025-10-19T16:13:02.373657,0,My
2025-10-19T16:13:02.405716,0,My
2025-10-19T16:13:02.437246,0,My
2025-10-19T16:13:02.469784,0,My
2025-10-19T16:13:02.501851,0,My
2025-10-19T16:13:02.533509,0,My
2025-10-19T16:13:02.566013,0,My
2025-10-19T16:13:02.596292,0,My
2025-10-19T16:13:02.644186,0,My
2025-10-19T16:13:02.675774,0,My
2025-10-19T16:13:02.708512,0,My
2025-10-19T16:13:02.740277,0,My
2025-10-19T16:13:02.772337,0,My
2025-10-19T16:13:02.803624,0,My
2025-10-19T16:13:02.836191,0,My
2025-10-19T16:13:02.868525,0,My
2025-10-19T16:13:02.899928,0,My
2025-10-19T16:13:02.931878,0,My
2025-10-19T16:13:02.962556,0,My
2025-10-19T16:13:02.995974,0,My
2025-10-19T16:13:03.027478,0,My
2025-10-19T16:13:03.060137,0,My
2025-10-19T16:13:03.091972,0,My
2025-10-19T16:13:03.123168,0,My
2025-10-19T16:13:03.154849,0,My
2025-10-19T16:13:03.189254,0,My
2025-10-19T16:13:03.219304,0,My
2025-10-19T16:13:03.268072,0,My
2025-10-19T16:13:03.300227,0,My
2025-10-19T16:13:03.332254,0,My
2025-10-19T16:13:03.363579,0,My
2025-10-19T16:13:03.394458,0,My
2025-10-19T16:13:03.426565,0,My
2025-10-19T16:13:03.460404,0,My
2025-10-19T16:13:03.494700,0,My
2025-10-19T16:13:03.526865,0,My
2025-10-19T16:13:03.559397,0,My
2025-10-19T16:13:03.589417,0,My
2025-10-19T16:13:03.624074,0,My
2025-10-19T16:13:03.655598,0,My
2025-10-19T16:13:03.687200,0,My
2025-10-19T16:13:03.718675,0,My
2025-10-19T16:13:03.750266,0,My
2025-10-19T16:13:03.787471,0,My
2025-10-19T16:13:03.849990,0,My
2025-10-19T16:13:03.882892,0,My
2025-10-19T16:13:03.931411,0,My
2025-10-19T16:13:03.961830,0,My
2025-10-19T16:13:03.991726,0,My
2025-10-19T16:13:04.022243,0,My
2025-10-19T16:13:04.052328,0,My
2025-10-19T16:13:04.081367,0,My
2025-10-19T16:13:04.107888,0,My
2025-10-19T16:13:04.135308,0,My
2025-10-19T16:13:04.162522,0,My
2025-10-19T16:13:04.189570,0,My
2025-10-19T16:13:04.252083,0,My
2025-10-19T16:13:04.283121,0,My
2025-10-19T16:13:04.312614,0,My
2025-10-19T16:13:04.344168,0,My
2025-10-19T16:13:04.375387,0,My
2025-10-19T16:13:04.406600,0,My
2025-10-19T16:13:04.441149,0,My
2025-10-19T16:13:04.475677,0,My
2025-10-19T16:13:04.508498,0,My
2025-10-19T16:13:04.534381,0,My
2025-10-19T16:13:04.581562,0,My
2025-10-19T16:13:04.607090,0,My
2025-10-19T16:13:04.645611,0,My
2025-10-19T16:13:04.675846,0,My
2025-10-19T16:13:04.708987,0,My
2025-10-19T16:13:04.741492,0,My
2025-10-19T16:13:04.772031,0,My
2025-10-19T16:13:04.805092,0,My
2025-10-19T16:13:04.836615,0,My
2025-10-19T16:13:04.867920,0,My
2025-10-19T16:13:04.900393,0,My
2025-10-19T16:13:04.932301,0,My
2025-10-19T16:13:04.963778,0,My
2025-10-19T16:13:04.996002,0,My
2025-10-19T16:13:05.028537,0,My
2025-10-19T16:13:05.060314,0,My
2025-10-19T16:13:05.091583,0,My
2025-10-19T16:13:05.124029,0,My
2025-10-19T16:13:05.156387,0,My
2025-10-19T16:13:05.203647,0,My
2025-10-19T16:13:05.235631,0,My
2025-10-19T16:13:05.267248,0,My
2025-10-19T16:13:05.300123,0,My
2025-10-19T16:13:05.330939,0,My
2025-10-19T16:13:05.362810,0,My
2025-10-19T16:13:05.395756,0,My
2025-10-19T16:13:05.426757,0,My
2025-10-19T16:13:05.460155,0,My
2025-10-19T16:13:05.492445,0,My
2025-10-19T16:13:05.524514,0,My
2025-10-19T16:13:05.555477,0,My
2025-10-19T16:13:05.588110,0,My
2025-10-19T16:13:05.621641,0,My
2025-10-19T16:13:05.653162,0,My
2025-10-19T16:13:05.684836,0,My
2025-10-19T16:13:05.715587,0,My
2025-10-19T16:13:05.747888,0,My
2025-10-19T16:13:05.780155,0,My
2025-10-19T16:13:05.858761,0,My
2025-10-19T16:13:05.881211,0,My
2025-10-19T16:13:05.904793,0,My
2025-10-19T16:13:05.927965,0,My
2025-10-19T16:13:05.956317,0,My
2025-10-19T16:13:05.987664,0,My
2025-10-19T16:13:06.019434,0,My
2025-10-19T16:13:06.051383,0,My
2025-10-19T16:13:06.083344,0,My
2025-10-19T16:13:06.116314,0,My
2025-10-19T16:13:06.148102,0,My
2025-10-19T16:13:06.179521,0,My
2025-10-19T16:13:06.244417,0,My
2025-10-19T16:13:06.275637,0,My
2025-10-19T16:13:06.307665,0,My
2025-10-19T16:13:06.339727,0,My
2025-10-19T16:13:06.372460,0,My
2025-10-19T16:13:06.402717,0,My
2025-10-19T16:13:06.436277,0,My
2025-10-19T16:13:06.483825,0,My
2025-10-19T16:13:06.515465,0,My
2025-10-19T16:13:06.538976,0,My
2025-10-19T16:13:06.562193,0,My
2025-10-19T16:13:06.583952,0,My
2025-10-19T16:13:06.648145,0,My
2025-10-19T16:13:06.679053,0,My
2025-10-19T16:13:06.708662,0,My
2025-10-19T16:13:06.740300,0,My
2025-10-19T16:13:06.771450,0,My
2025-10-19T16:13:06.803333,0,My
2025-10-19T16:13:06.834677,0,My
2025-10-19T16:13:06.869317,0,My
2025-10-19T16:13:06.898308,0,My
2025-10-19T16:13:06.930808,0,My
2025-10-19T16:13:06.964316,0,My
2025-10-19T16:13:06.996227,0,My
2025-10-19T16:13:07.028077,0,My
2025-10-19T16:13:07.060375,0,My
2025-10-19T16:13:07.091895,0,My
2025-10-19T16:13:07.139675,0,My
2025-10-19T16:13:07.172118,0,My
2025-10-19T16:13:07.203825,0,My
2025-10-19T16:13:07.236440,0,My
2025-10-19T16:13:07.267523,0,My
2025-10-19T16:13:07.299848,0,My
2025-10-19T16:13:07.331198,0,My
2025-10-19T16:13:07.364327,0,My
2025-10-19T16:13:07.396953,0,My
2025-10-19T16:13:07.426551,0,My
2025-10-19T16:13:07.459954,0,My
2025-10-19T16:13:07.491848,0,My
2025-10-19T16:13:07.524265,0,My
2025-10-19T16:13:07.556615,0,My
2025-10-19T16:13:07.588030,0,My
2025-10-19T16:13:07.620509,0,My
2025-10-19T16:13:07.651770,0,My
2025-10-19T16:13:07.684573,0,My
2025-10-19T16:13:07.716606,0,My
2025-10-19T16:13:07.765501,0,My
2025-10-19T16:13:07.795918,0,My
2025-10-19T16:13:07.828483,0,My
2025-10-19T16:13:07.860311,0,My
2025-10-19T16:13:07.891223,0,My
2025-10-19T16:13:07.924386,0,My
2025-10-19T16:13:07.956398,0,My
2025-10-19T16:13:07.987899,0,My
2025-10-19T16:13:08.019624,0,My
2025-10-19T16:13:08.051537,0,My
2025-10-19T16:13:08.084274,0,My
2025-10-19T16:13:08.116368,0,My
2025-10-19T16:13:08.148323,0,My
2025-10-19T16:13:08.180318,0,My
2025-10-19T16:13:08.243085,0,My
2025-10-19T16:13:08.275005,0,My
2025-10-19T16:13:08.307317,0,My
2025-10-19T16:13:08.339701,0,My
2025-10-19T16:13:08.372467,0,My
2025-10-19T16:13:08.421528,0,My
2025-10-19T16:13:08.452439,0,My
2025-10-19T16:13:08.474664,0,My
2025-10-19T16:13:08.498336,0,My
2025-10-19T16:13:08.521004,0,My
2025-10-19T16:13:08.548288,0,My
2025-10-19T16:13:08.580379,0,My
2025-10-19T16:13:08.644602,0,My
2025-10-19T16:13:08.674940,0,My
2025-10-19T16:13:08.706584,0,My
2025-10-19T16:13:08.738688,0,My
2025-10-19T16:13:08.771551,0,My
2025-10-19T16:13:08.803706,0,My
2025-10-19T16:13:08.835552,0,My
2025-10-19T16:13:08.868436,0,My
2025-10-19T16:13:08.901099,0,My
2025-10-19T16:13:08.932579,0,My
2025-10-19T16:13:08.962867,0,My
2025-10-19T16:13:08.995472,0,My
2025-10-19T16:13:09.043581,0,My
2025-10-19T16:13:09.075673,0,My
2025-10-19T16:13:09.107950,0,My
2025-10-19T16:13:09.139978,0,My
2025-10-19T16:13:09.172445,0,My
2025-10-19T16:13:09.203020,0,My
2025-10-19T16:13:09.236412,0,My
2025-10-19T16:13:09.267885,0,My
2025-10-19T16:13:09.299989,0,My
2025-10-19T16:13:09.332360,0,My
